subject_id	subject_label	predicate_id	object_id	object_label	object_category	mapping_justification	comment	mapping_group
C77620	GLAND, PERIANAL	skos:broadMatch	78293005	Structure of anal gland	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	Deep sebaceous glands located around the anus and contain no fat	1
C12398	GLAND, PINEAL	skos:exactMatch	45793000	Pineal structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12399	GLAND, PITUITARY	skos:exactMatch	56329008	Pituitary structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C79432	GLAND, PREPUTIAL	skos:exactMatch	45531002	Structure of preputial gland	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C117978	GLAND, PREPUTIAL/GLAND, CLITORAL	skos:exactMatch	45531002	Structure of preputial gland	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C117978	GLAND, PREPUTIAL/GLAND, CLITORAL	skos:exactMatch	6504002	Glans clitoridis structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12410	GLAND, PROSTATE	skos:exactMatch	279689003	Prostatic gland structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77622	GLAND, PROSTATE DORSOLATERAL	skos:broadMatch	279689003	Prostatic gland structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	A lobe of the prostate gland located on the dorsolateral aspect of the proximal urethra	1
C77623	GLAND, PROSTATE VENTRAL	skos:broadMatch	279689003	Prostatic gland structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	A lobe of the prostate gland located on the ventral aspect of the proximal urethra	1
C77670	GLAND, PROSTATE/GLAND, SEMINAL VESICLE	skos:exactMatch	64739004	Seminal vesicle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77670	GLAND, PROSTATE/GLAND, SEMINAL VESICLE	skos:exactMatch	41216001	Prostatic structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12426	GLAND, SALIVARY	skos:exactMatch	385294005	Salivary gland structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33141	GLAND, SALIVARY, MUCOUS	skos:exactMatch	30210003	Salivary mucous gland	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12427	GLAND, SALIVARY, PAROTID	skos:exactMatch	45289007	Parotid gland structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33539	GLAND, SALIVARY, SEROUS	skos:exactMatch	65067005	Salivary serous gland	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12234	GLAND, SALIVARY, SUBLINGUAL	skos:exactMatch	88481005	Sublingual gland structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12233	GLAND, SALIVARY, SUBMANDIBULAR	skos:exactMatch	385296007	Submandibular salivary gland structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C92215	GLAND, SALIVARY, SUBMANDIBULAR/GLAND, SALIVARY, SUBLINGUAL	skos:exactMatch	385296007	Submandibular salivary gland structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C92215	GLAND, SALIVARY, SUBMANDIBULAR/GLAND, SALIVARY, SUBLINGUAL	skos:exactMatch	88481005	Sublingual gland structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77624	GLAND, SALIVARY, ZYGOMATIC	skos:exactMatch	405732006	Zygomatic salivary gland	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33519	GLAND, SEBACEOUS	skos:exactMatch	1028005	Sebaceous gland structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12787	GLAND, SEMINAL VESICLE	skos:exactMatch	64739004	Seminal vesicle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C92216	GLAND, SEMINAL VESICLE/GLAND, COAGULATING	skos:exactMatch	64739004	Seminal vesicle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12400	GLAND, THYROID	skos:exactMatch	69748006	Thyroid structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77667	GLAND, THYROID/GLAND, PARATHYROID	skos:exactMatch	297261005	Thyroid and/or parathyroid structures	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33521	GLAND, ZEIS	skos:exactMatch	714654005	Structure of gland of Zeis	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77954	GLAND, ZYMBAL	skos:broadMatch	1028005	Sebaceous gland structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	A sebaceous gland located at the base of the rodent external ear	1
C12725	GONAD	skos:exactMatch	43174007	Gonadal structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77639	GRAVID UTERUS	skos:exactMatch	9258009	Gravid uterus structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C3824	GROSS LESION	skos:exactMatch	52988006	Lesion	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
C12936	GUT-ASSOCIATED LYMPHOID TISSUE	skos:exactMatch	19655003	Structure of lymphoid tissue of gastrointestinal tract	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32705	HAIR	skos:exactMatch	386045008	Hair structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32712	HAND	skos:exactMatch	85562004	Hand structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12419	HEAD	skos:exactMatch	69536005	Head structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12727	HEART	skos:exactMatch	80891009	Heart structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C41168	HEMOLYMPHORETICULAR TISSUE	skos:narrowMatch	6969002	Lymphocytic tissue structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	Very broad cdisc definition: Any of the tissues that contain hematopoietic cells and/or lymphocytes and immune system cells.	2
C41168	HEMOLYMPHORETICULAR TISSUE	skos:narrowMatch	57171008	Hematopoietic system structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	Very broad cdisc definition: Any of the tissues that contain hematopoietic cells and/or lymphocytes and immune system cells.	1
C77625	HINDLIMB	skos:exactMatch	61685007	Lower limb structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77626	HOOF WALL	skos:broadMatch	123037004	Body Structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	The keratinized, outer portion of the foot of a ungulate mammal	1
C178001	ILEOCECAL JUNCTION	skos:exactMatch	264021000	Ileocecal junction	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C179826	ILEOCECOCOLIC REGION	skos:broadMatch	14742008	Structure of large intestine	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	Transitional area involving the terminal ileum, cecum and beginning of the colon	1
C12499	INNER EAR	skos:exactMatch	22945000	Inner ear structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32874	INTERVENTRICULAR SEPTUM	skos:exactMatch	589001	Interventricular septum structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C49571	INTERVERTEBRAL DISC	skos:exactMatch	360499006	Structure of intervertebral disc	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C189653	INTESTINAL CONTENTS	skos:exactMatch	84650004	Intestinal contents	Observation | Substance	semapv:ManualMappingCuration		1
C12736	INTESTINE	skos:exactMatch	113276009	Intestinal structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C13044	JOINT	skos:exactMatch	39352004	Joint structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32264	JOINT, CARPUS	skos:exactMatch	699026005	Joint structure of wrist region	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32497	JOINT, ELBOW	skos:exactMatch	16953009	Elbow joint structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32898	JOINT, FEMOROTIBIAL	skos:exactMatch	49076000	Knee joint structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32742	JOINT, HIP	skos:exactMatch	24136001	Hip joint structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C111308	JOINT, SCAPULOHUMERAL	skos:exactMatch	85537004	Glenohumeral joint structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33735	JOINT, TARSUS	skos:exactMatch	27949001	Intertarsal joint structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12415	KIDNEY	skos:exactMatch	64033007	Kidney structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12227	LABIAL JUNCTION	skos:exactMatch	83299001	Commissure of lips	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12306	LABIUM MAJUS	skos:exactMatch	82462005	Labium majus structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12307	LABIUM MINUS	skos:exactMatch	32104003	Labium minus structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C92439	LARGE COLON	skos:broadMatch	71854001	Colon structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	The ascending colon of the horse	1
C12379	LARGE INTESTINE	skos:exactMatch	14742008	Large intestinal structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C43362	LARGE INTESTINE, ANUS	skos:exactMatch	53505006	Anal structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12380	LARGE INTESTINE, APPENDIX	skos:exactMatch	66754008	Appendix structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12381	LARGE INTESTINE, CECUM	skos:exactMatch	32713005	Cecum structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12382	LARGE INTESTINE, COLON	skos:exactMatch	71854001	Colon structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12390	LARGE INTESTINE, RECTUM	skos:exactMatch	34402009	Rectum structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C92217	LARGE INTESTINE, RECTUM/LARGE INTESTINE, ANUS	skos:exactMatch	281088000	Anorectal structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C122233	LARYNGEAL POUCH	skos:exactMatch	83775000	Structure of laryngeal pouch	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12420	LARYNX	skos:exactMatch	4596009	Laryngeal structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C13046	LIGAMENT	skos:exactMatch	52082005	Structure of ligament	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12429	LIMB	skos:exactMatch	66019005	Limb structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12220	LIP	skos:exactMatch	48477009	Lip structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12392	LIVER	skos:exactMatch	10200004	Liver structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77669	LIVER/GALLBLADDER	skos:exactMatch	28231008	Gallbladder structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77669	LIVER/GALLBLADDER	skos:exactMatch	10200004	Liver structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12468	LUNG	skos:exactMatch	39607008	Lung structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C92218	LUNG/BRONCHUS	skos:exactMatch	955009	Bronchial structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C92218	LUNG/BRONCHUS	skos:exactMatch	39607008	Lung structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C129005	LUNG/BRONCHUS/TRACHEA/LARYNX	skos:exactMatch	4596009	Laryngeal structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C129005	LUNG/BRONCHUS/TRACHEA/LARYNX	skos:exactMatch	44567001	Tracheal structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C129005	LUNG/BRONCHUS/TRACHEA/LARYNX	skos:exactMatch	39607008	Lung structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C129005	LUNG/BRONCHUS/TRACHEA/LARYNX	skos:exactMatch	955009	Bronchial structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12745	LYMPH NODE	skos:exactMatch	59441001	Structure of lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12904	LYMPH NODE, AXILLARY	skos:exactMatch	68171009	Axillary lymph node structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C92221	LYMPH NODE, BRACHIAL	skos:exactMatch	33770006	Structure of lateral axillary lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32232	LYMPH NODE, BRONCHIAL	skos:exactMatch	53074004	Structure of hilar lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32298	LYMPH NODE, CERVICAL	skos:exactMatch	81105003	Cervical lymph node structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33659	LYMPH NODE, CERVICAL, SUPERFICIAL	skos:exactMatch	279144003	Superficial cervical lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C150905	LYMPH NODE, DRAINING	skos:broadMatch	59441001	Structure of lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	The lymph node or group of lymph nodes that drain a particular anatomic site or organ	1
C92222	LYMPH NODE, GASTRIC	skos:exactMatch	314730000	Lymph node of stomach	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77640	LYMPH NODE, HEPATIC	skos:exactMatch	61492009	Structure of hepatic lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77653	LYMPH NODE, ILEOCECOCOLIC	skos:exactMatch	281676003	Structure of ileocolic lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32761	LYMPH NODE, ILIAC	skos:exactMatch	84219008	Structure of iliac lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32801	LYMPH NODE, INGUINAL	skos:exactMatch	8928004	Inguinal lymph node structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77652	LYMPH NODE, INTERCOSTAL	skos:exactMatch	64038003	Intercostal lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77643	LYMPH NODE, LUMBAR	skos:exactMatch	35783009	Structure of aortic lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32853	LYMPH NODE, MAMMARY GLAND	skos:exactMatch	82365008	Structure of parasternal lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77650	LYMPH NODE, MANDIBULAR	skos:exactMatch	59503006	Structure of submandibular lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33073	LYMPH NODE, MEDIASTINAL	skos:exactMatch	62683002	Mediastinal lymph node structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77641	LYMPH NODE, MESENTERIC	skos:exactMatch	279795009	Structure of lymph node of mesentery	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77642	LYMPH NODE, PANCREATIC	skos:exactMatch	77778009	Structure of pancreatic lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C189654	LYMPH NODE, PARATHYMIC	skos:broadMatch	9875009	Thymus gland structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	Lymph node(s) in the thymic region	1
C189654	LYMPH NODE, PARATHYMIC	skos:broadMatch	59441001	Structure of lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	Lymph node(s) in the thymic region	2
C33278	LYMPH NODE, PAROTID	skos:exactMatch	10209003	Structure of parotid lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C53146	LYMPH NODE, POPLITEAL	skos:exactMatch	47471008	Popliteal lymph node structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77645	LYMPH NODE, PORTAL	skos:broadMatch	61492009	Structure of hepatic lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	Lymph node(s) adjacent to the portal vein	1
C49018	LYMPH NODE, REGIONAL	skos:exactMatch	312500006	Regional lymph node structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77646	LYMPH NODE, RENAL	skos:exactMatch	249708006	Structure of renal hilar lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77649	LYMPH NODE, RETROPHARYNGEAL	skos:exactMatch	25683005	Structure of retropharyngeal lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77647	LYMPH NODE, SACRAL	skos:exactMatch	79926007	Structure of sacral lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C92594	LYMPH NODE, SUBILIAC	skos:broadMatch	8928004	Inguinal lymph node structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	Lymph node(s) in the inguinofemoral region.	1
C92434	LYMPH NODE, SUBLINGUAL	skos:broadMatch	13482005	Structure of lymph node of head	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	Lymph node(s) adjacent to the tongue in the floor of the oral cavity	1
C77651	LYMPH NODE, TRACHEOBRONCHIAL	skos:exactMatch	245341003	Tracheobronchial lymph node	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C34808	MASS	skos:exactMatch	300848003	Mass of body structure	Condition | Clinical Finding	semapv:ManualMappingCuration		1
C12748	MEDIASTINUM	skos:exactMatch	72410000	Mediastinal structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77657	MEMBRANE, NICTITATING	skos:broadMatch	80243003	Eyelid structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	A translucent membrane present in the eye of some animals, also called the third eyelid	1
C12348	MENINGES	skos:exactMatch	1231004	Meninges structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33096	MENISCUS	skos:exactMatch	74135004	Meniscus structure of joint	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33097	MENISCUS, LATERAL	skos:exactMatch	10013000	Lateral meniscus structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33098	MENISCUS, MEDIAL	skos:exactMatch	49390008	Medial meniscus structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33103	MESENTERY	skos:exactMatch	89679009	Mesentery structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C92435	MESENTERY/PERITONEUM	skos:exactMatch	89679009	Mesentery structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C92435	MESENTERY/PERITONEUM	skos:exactMatch	15425007	Peritoneum (serous membrane) structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C92440	MESOVARIAN LIGAMENTS	skos:exactMatch	20963009	Structure of mesovarium	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12274	MIDDLE EAR	skos:exactMatch	25342003	Middle ear structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C13257	MILK	skos:exactMatch	226789007	Breast milk	Observation | Substance	semapv:ManualMappingCuration		1
C77658	MILK SERUM	skos:broadMatch	70813002	Milk	Observation | Substance	semapv:ManualMappingCuration	The fluid that remains after removing the fat and casein from the milk	1
C12505	MUCOSA, BUCCAL	skos:exactMatch	16811007	Buccal mucosa	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C187999	MUCOSA, NASAL	skos:exactMatch	34508005	Structure of mucous membrane of nose	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77637	MUCOSA, ORAL	skos:exactMatch	113277000	Oral mucous membrane structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C13259	MUCUS	skos:exactMatch	49909006	Mucus	Observation | Substance	semapv:ManualMappingCuration		1
C32040	MUSCLE, ABDOMINAL	skos:exactMatch	818995003	Abdominal skeletal muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C53039	MUSCLE, ADDUCTOR	skos:exactMatch	44487003	Structure of adductor muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32200	MUSCLE, BICEPS BRACHII	skos:exactMatch	16225001	Biceps brachii muscle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C53147	MUSCLE, BICEPS FEMORIS	skos:exactMatch	89241006	Biceps femoris muscle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C112234	MUSCLE, BULBOSPONGIOSUS	skos:exactMatch	71439003	Structure of bulbospongiosus muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12702	MUSCLE, DIAPHRAGM	skos:exactMatch	5798000	Diaphragm structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33688	MUSCLE, DORSAL OBLIQUE	skos:exactMatch	66041005	Superior oblique muscle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33694	MUSCLE, DORSAL RECTUS	skos:exactMatch	5815008	Superior rectus muscle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C52902	MUSCLE, ERECTOR SPINAE	skos:exactMatch	44947003	Structure of erector spinae muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C52918	MUSCLE, EXTENSOR DIGITORUM LONGUS	skos:broadMatch	41123005	Skeletal muscle structure of lower leg	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	A muscle extending from the lateral surface of the tibia to the digits; primary function is the extension of the digits and flexion of the tarsal joint	1
C33199	MUSCLE, EXTRAOCULAR	skos:exactMatch	67833000	Structure of extraocular muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32666	MUSCLE, GASTROCNEMIUS	skos:exactMatch	35616000	Gastrocnemius muscle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C78205	MUSCLE, GLUTEUS	skos:broadMatch	102291007	Muscle of buttock	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	A group of three muscles (gluteus maximus, gluteus medius, gluteus minimus) extending from the ilium and sacrum to the femur; primary function is extension and abduction of the hip joint	1
C78205	MUSCLE, GLUTEUS	skos:narrowMatch	75297007	Structure of gluteus minimus muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	A group of three muscles (gluteus maximus, gluteus medius, gluteus minimus) extending from the ilium and sacrum to the femur; primary function is extension and abduction of the hip joint	4
C78205	MUSCLE, GLUTEUS	skos:narrowMatch	78333006	Structure of gluteus medius muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	A group of three muscles (gluteus maximus, gluteus medius, gluteus minimus) extending from the ilium and sacrum to the femur; primary function is extension and abduction of the hip joint	3
C78205	MUSCLE, GLUTEUS	skos:narrowMatch	206007	Structure of gluteus maximus muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	A group of three muscles (gluteus maximus, gluteus medius, gluteus minimus) extending from the ilium and sacrum to the femur; primary function is extension and abduction of the hip joint	2
C32824	MUSCLE, INTERCOSTAL	skos:exactMatch	86419007	Structure of intercostal muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32945	MUSCLE, LATERAL RECTUS	skos:exactMatch	31836009	Lateral rectus muscle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33150	MUSCLE, LATISSIMUS	skos:exactMatch	15665001	Structure of latissimus dorsi muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32984	MUSCLE, LEVATOR ANI	skos:exactMatch	79349002	Structure of levator ani muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C112430	MUSCLE, LEVATOR ANI/BULBOSPONGIOSUS	skos:exactMatch	71439003	Structure of bulbospongiosus muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C112430	MUSCLE, LEVATOR ANI/BULBOSPONGIOSUS	skos:exactMatch	79349002	Structure of levator ani muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C13074	MUSCLE, MASSETER	skos:exactMatch	79368004	Masseter muscle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33068	MUSCLE, MEDIAL RECTUS	skos:exactMatch	24937009	Medial rectus muscle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33286	MUSCLE, PECTORALIS	skos:exactMatch	81802002	Pectoral muscle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C117979	MUSCLE, PLANTARIS	skos:exactMatch	25593008	Plantaris muscle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33422	MUSCLE, PSOAS	skos:exactMatch	36278009	Structure of psoas muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33441	MUSCLE, QUADRICEPS FEMORIS	skos:exactMatch	21989003	Structure of quadriceps femoris muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C53175	MUSCLE, RECTUS FEMORIS	skos:exactMatch	72226001	Rectus femoris muscle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C53176	MUSCLE, SEMITENDINOSUS	skos:exactMatch	50340007	Semitendinosus muscle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C13050	MUSCLE, SKELETAL	skos:exactMatch	426215008	Skeletal muscle tissue	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12437	MUSCLE, SMOOTH	skos:exactMatch	122447002	Smooth muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C53075	MUSCLE, SOLEUS	skos:exactMatch	78376008	Soleus muscle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C117980	MUSCLE, STERNOCEPHALICUS	skos:broadMatch	314800003	Skeletal muscle structure of head and neck	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	A muscle of the neck extending from the manubrium sterni to the head; primary function is lateral movement of the head and neck	1
C53079	MUSCLE, TIBIALIS CRANIALIS	skos:exactMatch	20285007	Bone structure of proximal tibia	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C90604	MUSCLE, TRICEPS BRACHII	skos:exactMatch	40284004	Triceps brachii muscle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C117876	MUSCLE, VASTUS INTERMEDIUS	skos:exactMatch	57733007	Structure of vastus intermedius muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C53073	MUSCLE, VASTUS LATERALIS	skos:exactMatch	1403006	Structure of vastus lateralis muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C117736	MUSCLE, VASTUS MEDIALIS	skos:exactMatch	3478008	Structure of vastus medialis muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32783	MUSCLE, VENTRAL OBLIQUE	skos:exactMatch	57516003	Inferior oblique muscle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32790	MUSCLE, VENTRAL RECTUS	skos:exactMatch	47869003	Inferior rectus muscle structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C179827	MUSCLE, ZYGOMATICUS	skos:narrowMatch	80352009	Structure of zygomaticus major muscle	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	A muscle extending from the zygomatic bone to the corners of the mouth/upper lip; primary function is to draw the lip superiorly, posteriorly and laterally	1
