subject_id	subject_label	predicate_id	object_id	object_label	object_category	mapping_justification	comment	mapping_group
C12900	EYE, POSTERIOR CHAMBER	skos:exactMatch	65643003	Structure of posterior chamber of eye	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C49328	EYE, RETINA	skos:exactMatch	5665001	Retinal structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12784	EYE, SCLERA	skos:exactMatch	18619003	Scleral structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12811	EYE, UVEA	skos:exactMatch	74862005	Uveal tract structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33884	EYE, VITREOUS	skos:exactMatch	47538007	Vitreous body structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12713	EYELID	skos:exactMatch	80243003	Eyelid structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C13071	FACE	skos:exactMatch	89545001	Face structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C13234	FECES	skos:exactMatch	39477002	Feces	Observation | Substance	semapv:ManualMappingCuration		1
C17730	FETUS	skos:exactMatch	303112003	Fetal period	Observation | Qualifier Value	semapv:ManualMappingCuration		1
C13236	FLUID	skos:exactMatch	32457005	Body fluid	Observation | Substance	semapv:ManualMappingCuration		1
C77611	FLUID, ABDOMINAL	skos:exactMatch	409615008	Ascitic fluid	Observation | Substance	semapv:ManualMappingCuration		1
C13188	FLUID, AMNIOTIC	skos:exactMatch	77012006	Amniotic fluid	Observation | Substance	semapv:ManualMappingCuration		1
C13195	FLUID, BRONCHOALVEOLAR LAVAGE	skos:exactMatch	258607008	Bronchoalveolar lavage fluid sample	Specimen | Specimen	semapv:ManualMappingCuration		1
C12692	FLUID, CEREBROSPINAL	skos:exactMatch	65216001	Cerebrospinal fluid	Observation | Substance	semapv:ManualMappingCuration		1
C3319	FLUID, PERICARDIAL	skos:exactMatch	373945007	Pericardial effusion	Condition | Clinical Finding	semapv:ManualMappingCuration		1
C77612	FLUID, PERITONEAL	skos:exactMatch	409614007	Peritoneal fluid	Observation | Substance	semapv:ManualMappingCuration		1
C77613	FLUID, PLEURAL	skos:exactMatch	2778004	Pleural fluid	Observation | Substance	semapv:ManualMappingCuration		1
C33718	FLUID, SYNOVIAL	skos:exactMatch	6085005	Synovial fluid	Observation | Substance	semapv:ManualMappingCuration		1
C125897	FLUID, THORAX	skos:narrowMatch	2778004	Pleural fluid	Observation | Substance	semapv:ManualMappingCuration	Fluid that is present in the thoracic cavity	1
C32622	FOOT	skos:exactMatch	56459004	Foot structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C92654	FOOTPAD	skos:broadMatch	314403009	Skin of part of limb	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	A thick, spongy layer of tissue located under the metacarpal and metatarsal joints of the foot. It consists of a pad of adipose tissue covered by a thick epidermis containing dermal sweat glands	1
C176321	FORELIMB	skos:exactMatch	53120007	Upper limb structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12377	GALLBLADDER	skos:exactMatch	28231008	Gallbladder structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12719	GANGLION	skos:exactMatch	64274004	Structure of nervous system ganglion	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C98713	GANGLION, CERVICAL	skos:exactMatch	278325008	Cervical spinal ganglion	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C92211	GANGLION, CERVICOTHORACIC	skos:exactMatch	88759001	Structure of inferior cervical ganglion	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12462	GANGLION, DORSAL ROOT	skos:exactMatch	71710004	Structure of spinal nerve ganglion	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C179825	GANGLION, SPIRAL	skos:exactMatch	35761005	Structure of spiral ganglion	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C62642	GANGLION, TRIGEMINAL	skos:exactMatch	36615005	Structure of trigeminal ganglion	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C92214	GANGLION, TRIGEMINAL/NERVE, TRIGEMINAL	skos:exactMatch	36615005	Structure of trigeminal ganglion	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C92214	GANGLION, TRIGEMINAL/NERVE, TRIGEMINAL	skos:exactMatch	27612005	Trigeminal nerve structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77614	GASTRIC CONTENTS	skos:exactMatch	62059006	Gastric contents	Observation | Substance	semapv:ManualMappingCuration		1
C92593	GILLS	skos:broadMatch	20139000	Structure of respiratory system	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	A respiratory organ found in aquatic animals that allows for the exchange of dissolved oxygen from water into the blood stream	1
C32677	GINGIVA	skos:exactMatch	113279002	Gingival structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77616	GLAND OF THE THIRD EYELID	skos:broadMatch	714649001	Structure of eyelid gland	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	A gland producing tears in a third eyelid	1
C12666	GLAND, ADRENAL	skos:exactMatch	23451007	Adrenal structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77955	GLAND, AMPULLARY	skos:broadMatch	127903009	Male genital organ structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	The exocrine glands of the male reproductive system located at the terminal portion of the ductus deferens	1
C125895	GLAND, ANAL SAC	skos:broadMatch	2789006	Apocrine gland structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	Apocrine gland located in the wall of the anal sac	1
C13010	GLAND, BRUNNER'S	skos:exactMatch	714325007	Structure of duodenal gland	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C32395	GLAND, BULBOURETHRAL	skos:exactMatch	66997005	Bulbourethral gland structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77610	GLAND, CIRCUMANAL	skos:broadMatch	78293005	Structure of anal gland	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	Superficial sebaceous glands located around the anus and contain fat	1
C77617	GLAND, CLITORAL	skos:exactMatch	6504002	Glans clitoridis structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77618	GLAND, COAGULATING	skos:broadMatch	279689003	Prostatic gland structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	The portion of the prostate, which when present, is adjacent to the seminal vesicles	1
C33842	GLAND, ENDOMETRIAL	skos:exactMatch	50515001	Endocervical gland structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C77619	GLAND, HARDERIAN	skos:broadMatch	714649001	Structure of eyelid gland	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration	Gland found within the eye's orbit that occurs in tetrapods	1
C12346	GLAND, LACRIMAL	skos:exactMatch	13561001	Lacrimal gland structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12367	GLAND, MAMMARY	skos:exactMatch	76752008	Breast structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C33075	GLAND, MEIBOMIAN	skos:exactMatch	1110006	Structure of meibomian gland	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
C12765	GLAND, PARATHYROID	skos:exactMatch	111002	Parathyroid structure	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
